dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC
20191008,094500,445.08,24.97,0,3.92,0.13,0,0,32.35,0.09,0,0,0.46,111,10.11,420.6,19.21,218.13,4199.07,7.48,566.07,4234.2
20191008,100000,487.39,26.73,0,3.68,0.12,0,0,30.39,0.08,0,0,0.44,111,5.67,485.07,21.48,218.65,4694.67,8.61,553.06,4761.85
20191008,101500,381.89,25.99,0,3.74,0.12,0,0,30.86,0.08,0,0,0.45,93,13.65,372.8,16.92,216.17,3662.8,6.67,555.24,3703.45
20191008,103000,373.29,25.91,0,3.67,0.12,0,0,30.28,0.08,0,0,0.45,93,7.8,365.07,16.82,216.47,3642,6.6,558.77,3687.88
20191008,104500,354.78,26.34,0,3.42,0.11,0,0,28.2,0.08,0,0,0.44,105,7.63,344.4,15.62,218.11,3428.33,6.24,552.53,3447.79
20191008,110000,391.67,26.36,0,3.45,0.12,0,0,28.46,0.08,0,0,0.44,90,8.6,398.6,17.96,218.19,3924.13,7.12,557.45,3969.04
20191008,111500,216.1,26.36,0,3.26,0.11,0,0,26.91,0.07,0,0,0.45,156,4.79,219.73,9.86,217.23,2150.2,3.95,551,2176.45
20191008,113000,289.34,26.65,0,3.54,0.12,0,0,29.19,0.08,0,0,0.45,150,8.07,274.47,13.02,214.58,2791.73,5.08,557.27,2830.93
20191008,114500,325.3,26.48,0,3.45,0.11,0,0,28.49,0.08,0,0,0.44,96,8.42,323.87,15.06,215.09,3235.87,5.88,557.7,3279.28
20191008,120000,242.93,27.24,0,3.37,0.11,0,0,27.8,0.08,0,0,0.45,81,3.1,245.73,11.36,215.13,2444.53,4.46,554.05,2471.06
20191008,121500,80.05,26.85,0,3.26,0.11,0,0,26.92,0.07,0,0,0.44,249,3.37,89.73,3.96,213.21,848.4,1.61,534.43,860.43
20191008,123000,343.94,26.5,0,3.47,0.12,0,0,28.6,0.08,0,0,0.43,141,5.76,321.2,15.34,215.86,3330.27,6,565.15,3390.9
20191008,124500,906.23,28.48,0,3.6,0.12,0,0,29.71,0.08,0,0,0.44,69,10.29,810.4,30.68,220.93,6763.67,12.39,555.85,6886.98
20191008,130000,814.61,28.57,0,3.53,0.12,0,0,29.13,0.08,0,0,0.45,72,12.77,739.2,29.94,219.81,6610.27,12.75,523.87,6679.34
20191008,131500,467.16,28.36,0,3.3,0.11,0,0,27.25,0.08,0,0,0.43,111,8.25,436.07,19.66,216.04,4267.67,8.07,533.45,4304.94
20191008,133000,406.21,28,0,3.22,0.11,0,0,26.54,0.07,0,0,0.43,66,7.27,370.8,17.07,217.37,3707.93,6.88,545.66,3754.14
20191008,134500,449.45,28.1,0,3.28,0.11,0,0,27.07,0.08,0,0,0.44,87,9.22,410.87,19.18,219.02,4140.4,7.81,545.85,4263.09
20191008,140000,315.39,27.73,0,3.53,0.12,0,0,29.12,0.08,0,0,0.43,63,7.8,288.6,13.48,216.08,2907.07,5.4,547.15,2954.61
20191008,141500,346.98,28.14,0,3.47,0.12,0,0,28.67,0.08,0,0,0.44,90,5.59,312.33,15.04,217.53,3276.67,6,551.57,3309.42
20191008,143000,318.29,30.06,0,3.33,0.11,0,0,27.49,0.08,0,0,0.44,180,4.08,261,14.33,216.93,3132.6,5.82,540.99,3148.56
20191008,144500,124.87,27.62,0,3.62,0.12,0,0,29.87,0.08,0,0,0.44,156,3.72,131,5.88,213.95,1257.47,2.38,540.59,1286.6
20191008,150000,129.9,27.37,0,3.89,0.13,0,0,32.09,0.09,0,0,0.45,180,3.37,135.73,6.25,215.27,1344.47,2.49,550.27,1370.17
20191008,151500,113.77,27.41,0,4.03,0.13,0,0,33.28,0.09,0,0,0.44,246,7.36,98.13,4.84,215.25,1038.8,1.92,551.91,1059.67
20191008,153000,146.29,27.48,0,4.15,0.14,0,0,34.25,0.1,0,0,0.45,192,4.34,133.93,6.54,212.9,1390.4,2.57,551.67,1417.79
20191008,154500,139.41,27.31,0,3.71,0.12,0,0,30.59,0.08,0,0,0.43,177,4.17,133.47,6.2,213.62,1325.4,2.45,547.88,1342.31
20191008,160000,61.41,26.75,0,3.5,0.12,0,0,28.85,0.08,0,0,0.44,192,4.34,64.47,2.88,211.43,607.53,1.18,532.35,628.17
20191008,161500,39.73,26.17,0,4.3,0.14,0,0,35.5,0.1,0,0,0.44,162,3.01,44.27,1.91,212.44,404.07,0.81,524.23,424.63
20191008,163000,47,25.83,0,3.98,0.13,0,0,32.81,0.09,0,0,0.45,183,6.65,49.73,2.13,214.15,454.2,0.9,529.15,476.24
20191008,164500,33.78,25.35,0,3.57,0.12,0,0,29.43,0.08,0,0,0.45,207,7.36,35.67,1.54,214.82,328.67,0.67,522.36,349.98
20191008,170000,11,24.86,0,3.95,0.13,0,0,32.57,0.09,0,0,0.44,186,6.92,16.13,0.58,215.35,121.07,0.29,492.79,142.91
20191008,171500,0.25,24.42,0,4.89,0.16,0,0,40.34,0.11,0,0,0.47,183,6.74,2,0.08,212.94,3.27,0.05,438.35,21.92
20191008,173000,1.08,24.15,0,5.01,0.17,0,0,41.3,0.11,0,0,0.46,183,6.83,4.8,0.13,215.52,20.87,0.1,467.11,46.71
20191008,174500,0.04,23.86,0,7.39,0.25,0,0,60.97,0.17,0,0,0.5,204,8.78,0,0.07,216.5,0,0,351.43,0
20191008,180000,0.17,23.53,0,5.6,0.19,0,0,46.23,0.13,0,0,0.48,159,4.08,0,0.07,216.5,0,0,62.07,0
20191008,181500,0.48,23.38,0,4.86,0.16,0,0,40.05,0.11,0,0,0.47,165,4.7,0,0.07,216.5,0,0,43.43,0
20191008,183000,0,23.07,0,4.17,0.14,0,0,34.37,0.09,0,0,0.46,177,3.64,0,0.07,216.5,0,0,41.76,0
20191008,184500,0,22.9,0,4.32,0.14,0,0,35.66,0.1,0,0,0.46,174,2.39,0,0.07,216.5,0,0,41.82,0
20191008,190000,0.38,22.7,0,5.22,0.17,0,0,43.05,0.12,0,0,0.47,177,5.23,0,0.07,216.5,0,0,41.72,0
20191008,191500,0.17,22.53,0,5.45,0.18,0,0,44.94,0.12,0,0,0.47,159,3.55,0,0.07,216.5,0,0,41.92,0
20191008,193000,0.04,22.45,0,4.52,0.15,0,0,37.27,0.1,0,0,0.46,153,4.52,0,0.07,216.5,0,0,43.31,0
20191008,194500,0.3,22.27,0,4.3,0.14,0,0,35.47,0.1,0,0,0.45,147,4.61,0,0.07,216.5,0,0,42.47,0
20191008,200000,0.08,22.16,0,3.97,0.13,0,0,32.78,0.09,0,0,0.45,153,3.28,0,0.07,216.5,0,0,42.37,0
20191008,201500,0.52,21.93,0,3.96,0.13,0,0,32.7,0.09,0,0,0.45,132,1.95,0,0.07,216.5,0,0,43.29,0
20191008,203000,0,21.77,0,3.48,0.12,0,0,28.68,0.08,0,0,0.46,126,3.01,0,0.07,216.5,0,0,42.45,0
20191008,204500,0.29,21.75,0,3.34,0.11,0,0,27.51,0.08,0,0,0.45,153,2.75,0,0.07,216.5,0,0,43.15,0
20191008,210000,0.25,21.6,0,4.27,0.14,0,0,35.24,0.1,0,0,0.45,153,1.42,0,0.07,216.5,0,0,43.98,0
20191008,211500,0.38,21.55,0,4.19,0.14,0,0,34.57,0.1,0,0,0.45,144,1.86,0,0.07,216.5,0,0,43.02,0
20191008,213000,0.21,21.45,0,3.45,0.11,0,0,28.49,0.08,0,0,0.46,138,2.75,0,0.07,216.5,0,0,43.39,0
20191008,214500,0.21,21.41,0,3.19,0.11,0,0,26.35,0.07,0,0,0.47,138,2.57,0,0.07,216.5,0,0,43.29,0
20191008,220000,0.04,21.43,0,2.7,0.09,0,0,22.3,0.06,0,0,0.46,147,3.46,0,0.07,216.5,0,0,43.13,0
20191008,221500,0.38,21.37,0,2.45,0.08,0,0,20.18,0.06,0,0,0.45,141,3.72,0,0.07,216.5,0,0,44.55,0
20191008,223000,0.44,21.41,0,2.51,0.08,0,0,20.67,0.06,0,0,0.47,129,6.47,0,0.07,216.5,0,0,44.09,0
20191008,224500,0,21.28,0,2.83,0.09,0,0,23.33,0.06,0,0,0.44,111,6.21,0,0.07,216.5,0,0,43.55,0
20191008,230000,0.17,20.96,0,2.89,0.1,0,0,23.89,0.07,0,0,0.46,108,7,0,0.07,216.5,0,0,44.66,0
20191008,231500,0.17,20.75,0,2.77,0.09,0,0,22.87,0.06,0,0,0.47,111,5.05,0,0.07,216.5,0,0,43.85,0
20191008,233000,0.17,20.68,0,2.95,0.1,0,0,24.35,0.07,0,0,0.46,120,4.79,0,0.07,216.5,0,0,45.82,0
20191008,234500,0.08,20.67,0,2.56,0.09,0,0,21.15,0.06,0,0,0.45,111,5.5,0,0.07,216.5,0,0,44.94,0
